"","City","State","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","TotalAssets","NumBanks","AvgRating","Banks","cdfi_amt","NumCDFIs","CDFIs"
"168","AMSTERDAM","NY",1.625,2170,"C",42.953149,-74.19505,794228,2,2,"AMSTERDAM FEDERAL BANK, MOHAWK COMMUNITY BANK",NA,NA,NA
"169","ANACONDA","MT",2,NA,"",46.15821,-113.009421,34000,1,2,"FIRST SECURITY BANK OF ANACONDA",NA,NA,NA
"170","ANADARKO","OK",1.866666667,2251,"C",35.071385,-98.241229,200978,3,2,"ANADARKO BANK AND TRUST COMPANY, FIRST STATE BANK, FIRST ST BK",NA,NA,NA
"171","ANAHEIM","CA",1.75,51445,"U",33.982668,-118.104332,6897199,2,2.5,"UNITED CALIFORNIA SAVINGS BANK, FREMONT INVESTMENT & LOAN",1471071,2,"Fremont Investment and Loan, Southern California Reinvestment CDFI"
"172","ANAHUAC","TX",2,NA,"",29.662044,-94.592995,133967,1,2,"SECURITY STATE BANK",NA,NA,NA
"173","ANAMOSA","IA",2,2278,"C",42.110072,-91.276045,115849,1,2,"CITIZENS SAVINGS BANK",NA,NA,NA
"174","ANCHOR","IL",2,NA,"",40.56809,-88.53561,13847,1,2,"ANCHOR STATE BANK",NA,NA,NA
"175","ANCHORAGE","AK",1.538461538,2305,"U",61.167916,-149.847166,6811446,4,1.5,"SECURITY PACIFIC BANK OF ALASKA, NA, FIRST NATIONAL BANK OF ANCHORAGE, NATIONAL BANK OF ALASKA, FIRST NATIONAL BANK ALASKA",110950151,10,"Alaska Growth Capital BIDCO, Inc., Alaska Manufacturing Extension Partnership, Inc., Aleutian Housing Authority, Anchorage Neighborhood Housing Services, Inc., Chugach Regional Resources Commission, Coastal Villages Community Development Fund, LLC, Community Financial, Inc., Cook Inlet Lending Center, Inc., NeighborWorks Alaska HomeOwnership Center, Rural Alaska Investment and Finance Corporation"
"176","ANDALUSIA","AL",2,2359,"C",31.311564,-86.479556,1131949,4,2,"COVINGTON COUNTY BANK, COVINGTON CTY BK, CCB CMNTY BK, CCB COMMUNITY BANK",NA,NA,NA
"177","ANDALUSIA","IL",2,NA,"",41.4392,-90.71764,40927,1,2,"ANDALUSIA COMMUNITY BANK",NA,NA,NA
"178","ANDERSON","IN",1.571428571,2386,"U",40.088751,-85.679816,1388462,2,1.5,"CITIZENS BANKING COMPANY, STAR FINANCIAL BANK, ANDERSON, INDIANA",325000,1,"Flagship Enterprise Capital"
"179","ANDERSON","MO",2,NA,"",36.666988,-94.419201,24000,1,2,"THE ANDERSON STATE BANK",NA,NA,NA
"180","ANDERSON","SC",1.923076923,2413,"U",34.520823,-82.660933,443917,2,2,"ANDERSON NATIONAL BANK, SOUTHBANK",NA,NA,NA
"181","ANDERSON","TX",2,NA,"",30.562982,-95.981285,175637,1,2,"FIRST NATIONAL BANK OF ANDERSON",NA,NA,NA
"182","ANDOVER","KS",2,NA,"",37.701532,-97.098431,1815336,3,2,"ANDOVER STATE BANK, EQUITY BANK, NATIONAL ASSOCIATION, EQUITY BK",NA,NA,NA
"183","ANDOVER","MA",1.75,NA,"",42.647991,-71.165685,2110692,2,1.5,"ANDOVER SAVINGS BANK, ANDOVER BANK",NA,NA,NA
"184","ANDOVER","MN",2,NA,"",45.237661,-93.272428,110371,2,2,"1ST REGIONS BANK, 1ST REGENTS BANK",NA,NA,NA
"185","ANDOVER","OH",1.714285714,NA,"",41.60672,-80.5723,405987,1,2,"ANDOVER BK",NA,NA,NA
"186","ANDREWS","TX",2.055555556,2467,"C",32.320646,-102.546505,626682,3,2,"FNB OF ANDREWS, THE NATIONAL BANK OF ANDREWS, COMMERCIAL STATE BANK",NA,NA,NA
"187","ANETA","ND",2,NA,"",47.766493,-98.043481,41273,1,2,"FIRST FINANCIAL BANK",NA,NA,NA
"188","ANGOLA","IN",2,2548,"C",41.661024,-85.016736,222727,2,2,"ANGOLA STATE BANK, FIRST FEDERAL SAVINGS BANK OF ANGOLA",NA,NA,NA
"189","ANGOLA","NY",2,NA,"",42.63839,-79.02782,2154313,3,2,"EVANS NATIONAL BANK, EVANS BANK, NATIONAL ASOCIATION, EVANS BANK, NATIONAL ASSOCIATION",NA,NA,NA
"190","ANGUILLA","MS",1.714285714,NA,"",32.973917,-90.831601,126148,1,2,"BANK OF ANGUILLA",1495883,1,"Bank of Anguilla"
"191","ANITA","IA",2,NA,"",41.44388,-94.76415,42566,1,2,"UNION NATIONAL BANK",NA,NA,NA
"192","ANKENY","IA",1.8,NA,"",41.672687,-93.572173,562754,2,2,"ANKENY STATE BANK, COMMUNITY STATE BANK",NA,NA,NA
"193","ANN ARBOR","MI",1.916666667,2602,"U",42.240003,-83.662679,6358635,3,2,"UNITED BANK & TRUST, GREAT LAKES NATIONAL BANK MICHIGAN, GREAT LAKES BANCORP, A FSB",22130,1,"University Bank NO FR"
"194","ANNA","IL",2,2575,"C",37.460138,-89.251143,299184,2,2,"ANNA NATIONAL BANK, ANNA-JONESBORO NATIONAL BANK",NA,NA,NA
"195","ANNA","TX",2,2581,"C",33.37908,-96.563619,68931,2,2,"FIRST BANK ANNA, L.B.A., FIRST BANK ANNA",NA,NA,NA
"196","ANNANDALE","MN",2,2590,"C",45.260115,-94.121311,261610,2,2,"ANNANDALE STATE BANK, LAKE CENTRAL BANK",NA,NA,NA
"197","ANNANDALE","NJ",2,NA,"",40.631008,-74.890685,79209,1,2,"FIRST COMMUNITY BANK",NA,NA,NA
"198","ANNANDALE","VA",2,NA,"",38.835762,-77.212794,1155037,1,2,"AMERIBANC SAVINGS BANK, FSB",NA,NA,NA
"199","ANNAPOLIS","MD",1.857142857,NA,"",38.98775,-76.5528,1331678,2,2,"ANNAPOLIS FS & LA, SEVERN SAVINGS BANK, FSB",2650000,1,"Homes for America, Inc."
"200","ANNAPOLIS","MO",2,NA,"",37.36033,-90.69762,25746,2,2,"FIRST SUN BANK OF AMERICA, FIRST NATIONAL BANK OF ANNAPOLIS",NA,NA,NA
"201","ANNAWAN","IL",2,NA,"",41.425519,-89.924636,34857,1,2,"THE STATE BANK OF ANNAWAN",NA,NA,NA
"202","ANNISTON","AL",1.777777778,2629,"U",33.664398,-85.828795,1245330,3,1.66666666666667,"UNITED SAVINGS BANK FSB, SOUTHTRUST BANK OF CALHOUN COUNTY, N.A., SOUTHERN STATES BANK",NA,NA,NA
"203","ANSLEY","NE",2,NA,"",41.289827,-99.381735,122057,1,2,"SECURITY STATE BANK",NA,NA,NA
"204","ANSON","TX",2,NA,"",32.765623,-99.854766,102299,2,2,"FIRST NATIONAL BANK OF ANSON, THE FIRST NATIONAL BANK OF ANSON",NA,NA,NA
"205","ANSONIA","CT",2,NA,"",41.342514,-73.070301,347343,1,2,"GREAT COUNTRY BANK",NA,NA,NA
"206","ANTHONY","KS",2,NA,"",37.111488,-98.048121,142460,1,2,"THE FIRST NATIONAL BANK OF ANTHONY",NA,NA,NA
"207","ANTIGO","WI",1,2656,"C",45.142639,-89.153197,46951,1,1,"M&I BANK OF ANTIGO",7280905,1,"CoVantage Credit Union"
"208","ANTIOCH","CA",2,2683,"U",37.991687,-121.78212,106300,2,2,"EAST COUNTY BANK, N.A., EAST CTY BK",NA,NA,NA
"209","ANTIOCH","IL",1.823529412,NA,"",42.451419,-88.075733,2111095,4,1.5,"STATE BANK OF ANTIOCH, STATE BANK OF THE LAKES, STATE BK THE LAKES, STATE BK OF THE LAKES",NA,NA,NA
"210","ANTLERS","OK",1.916666667,NA,"",34.215441,-95.626306,333088,2,2,"FARMERS EXCHANGE BANK, FIRSTBANK",NA,NA,NA
"211","ANTON","TX",2,NA,"",33.770506,-102.192713,35998,1,2,"CITIZENS STATE BANK",NA,NA,NA
"212","ANTONIA","MO",2,NA,"",0,0,48883,1,2,"FARMERS BANK",NA,NA,NA
"213","ANTWERP","OH",1.857142857,NA,"",41.186851,-84.727141,90082,1,2,"THE ANTWERP EXCHANGE BANK COMPANY",NA,NA,NA
"214","APACHE","OK",2,NA,"",34.891016,-98.361483,21795,1,2,"FIRST BANK OF APACHE",NA,NA,NA
"215","APALACHICOLA","FL",1.5,2710,"C",29.751831,-84.909118,51563,1,1,"APALACHICOLA STATE BANK",NA,NA,NA
"216","APOLLO","PA",2,NA,"",40.581455,-79.566433,246908,2,2,"APOLLO TRUST COMPANY, APOLLO TC",NA,NA,NA
"217","APOLLO BEACH","FL",2,NA,"",27.77329,-82.40815,39309,1,2,"SOUTH HILLSBOROUGH COMMUNITY BANK",NA,NA,NA
"218","APPLE CREEK","OH",1.666666667,NA,"",40.733099,-81.763389,140801,1,2,"APPLE CREEK BKG CO",NA,NA,NA
"219","APPLE RIVER","IL",2,NA,"",42.454161,-90.118471,263533,1,2,"APPLE RIVER STATE BANK",NA,NA,NA
"220","APPLE VALLEY","CA",2,NA,"",34.571446,-117.133076,31000,1,2,"SUN COUNTRY BANK",NA,NA,NA
"221","APPLETON","MN",1.875,NA,"",45.282008,-95.95757,45389,1,2,"FARMERS AND MERCHANTS STATE BANK OF APPLETON",NA,NA,NA
"222","APPLETON","WI",1.80952381,2764,"U",44.24668,-88.411096,1458752,3,1.66666666666667,"FIRST WISCONSIN BANK OF APPLETON, THRIVENT FINANCIAL BANK, M&I BK FOX VALLEY",NA,NA,NA
"223","APPLETON CITY","MO",2,NA,"",38.167943,-93.882831,62863,2,2,"CITIZENS BANK OF APPLETON CITY, MISSOURI, COMMUNITY FIRST BANK",NA,NA,NA
"224","APPOMATTOX","VA",1.875,NA,"",37.522251,-78.668194,282550,2,2,"FARMERS NATIONAL BANK, FARMERS BK OF APPOMATTOX",NA,NA,NA
"225","ARANSAS PASS","TX",1.5,41360,"C",27.884284,-97.19722,70000,1,1,"FIRST CITY, TEXAS - ARANSAS PASS",NA,NA,NA
"226","ARAPAHO","OK",2,NA,"",35.566643,-98.960209,12055,1,2,"CUSTER COUNTY STATE BANK",NA,NA,NA
"227","ARAPAHOE COUNTY","CO",2.333333333,NA,"",38.85001,-102.18213,97000,1,2,"ARAPAHOE BANK AND TRUST",NA,NA,NA
"228","ARCADIA","CA",2,NA,"",34.136258,-118.026704,545992,3,2,"AMERICAN PREMIER BANK, AMERICAN PLUS BANK, N. A, AMERICAN PLUS BANK, NATIONAL ASSOCIATION",1527958,1,"American Plus Bank, N.A."
"229","ARCADIA","FL",1.857142857,2912,"C",27.213341,-81.852437,143415,1,2,"THE FIRST STATE BANK OF ARCADIA",NA,NA,NA
"230","ARCADIA","LA",2,2899,"C",32.552383,-92.923763,297398,2,2,"FIRST NATIONAL BANK, BIENVILLE PARISH, FIRST NATIONAL BANK",NA,NA,NA
"231","ARCADIA","MO",2,NA,"",37.58811,-90.62901,22000,1,2,"ARCADIA VALLEY BANK",NA,NA,NA
"232","ARCADIA","WI",1.285714286,2901,"C",44.249694,-91.490933,170740,1,2,"STATE BANK OF ARCADIA",NA,NA,NA
"233","ARCHBOLD","OH",1.636363636,2953,"C",41.52504,-84.294163,907707,1,2,"THE FARMERS & MERCHANTS STATE BANK",NA,NA,NA
"234","ARCHER CITY","TX",2,NA,"",33.556215,-98.624934,1000,1,2,"FIRST STATE BANK IN ARCHER CITY",NA,NA,NA
"235","ARCOLA","IL",2.083333333,2980,"C",39.684596,-88.302758,188218,3,2.33333333333333,"ARCOLA HOMESTEAD SAVINGS BANK, THE FIRST NATIONAL BANK OF ARCOLA, FIRST NATIONAL BANK OF ARCOLA",NA,NA,NA
"236","ARDMORE","OK",2.206896552,3007,"C",34.178548,-97.14166,1087163,4,2,"EXCHANGE NATIONAL BANK, EXCHANGE NATIONAL BANK & TRUST CO., FIRST N.B. & TRUST CO. OF ARDMORE, FIRST NATIONAL BANK & TRUST COMPANY OF ARDMORE",253000,1,"Citizens Bank and Trust Company of Ardmore"
"237","ARDMORE","TN",2,NA,"",35.040439,-86.818172,91199,1,2,"COLONIAL BANK OF TENNESSEE",NA,NA,NA
"238","ARENZVILLE","IL",2,NA,"",39.87699,-90.37346,85207,1,2,"THE FIRST NATIONAL BANK OF ARENZVILLE",NA,NA,NA
"239","ARGENTA","IL",2,NA,"",39.98198,-88.82285,67784,1,2,"THE GERBER STATE BANK",NA,NA,NA
"240","ARGONIA","KS",2,NA,"",37.26585,-97.76561,34392,1,2,"THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA",NA,NA,NA
"241","ARGYLE","MN",2,NA,"",48.331455,-96.816197,15320,1,2,"ARGYLE STATE BANK",NA,NA,NA
"242","ARGYLE","WI",2,NA,"",42.690143,-89.922697,37252,1,2,"STATE BANK OF ARGYLE",NA,NA,NA
"243","ARITON","AL",2,NA,"",31.60017,-85.71883,48000,1,2,"FARMERS AND MERCHANTS BANK",NA,NA,NA
"244","ARKADELPHIA","AR",1.722222222,3115,"C",34.124479,-93.067849,1970060,3,1.66666666666667,"ELK HORN BANK AND TRUST COMPANY, SUMMIT BANK, INC., SUMMIT BANK",17388673,3,"South Arkansas Community Development, Southern Bancorp Bank, Southern Bancorp, Inc."
"245","ARKANSAS CITY","KS",1.928571429,3142,"C",37.060526,-97.034648,1051874,3,2,"THE UNION STATE BANK, UNION ST BK, HOME NATIONAL BANK",NA,NA,NA
"246","ARLINGTON","GA",2,NA,"",31.47718,-84.699156,18000,1,2,"BOSTWICK BANKING COMPANY",NA,NA,NA
"247","ARLINGTON","IN",1,NA,"",39.663342,-85.590869,128000,1,1,"PEOPLE'S TRUST COMPANY",NA,NA,NA
"248","ARLINGTON","KS",2,NA,"",37.829877,-98.196898,53311,2,2,"THE FIRST NATIONAL BANK OF ATTICA, CITIZENS NATIONAL BANK",NA,NA,NA
"249","ARLINGTON","KY",2,NA,"",36.789033,-89.009178,142483,1,2,"CITIZENS DEPOSIT BANK OF ARLINGTON, INC.",NA,NA,NA
"250","ARLINGTON","MA",2,NA,"",42.417695,-71.167083,1635324,3,2,"LEADER BANK, N.A., BANK FIVE FOR SAVINGS, LEADER BANK, NATIONAL ASSOCIATION",NA,NA,NA
"251","ARLINGTON","MN",1.5,NA,"",44.597449,-94.105481,49499,1,2,"ARLINGTON STATE BANK",NA,NA,NA
"252","ARLINGTON","NE",2,NA,"",41.501979,-96.317932,35977,1,2,"ARLINGTON STATE BANK",NA,NA,NA
"253","ARLINGTON","OR",2,NA,"",45.567282,-120.275127,81012,1,2,"BANK OF EASTERN OREGON",NA,NA,NA
"254","ARLINGTON","SD",1.833333333,NA,"",44.368264,-97.246086,95920,1,2,"CITIZENS ST BK OF ARLINGTON",NA,NA,NA
"255","ARLINGTON","TX",2.055555556,22042,"U",32.812727,-96.972001,645332,3,2.33333333333333,"CENTRE SAVINGS ASSOCIATION, WORTHINGTON NATIONAL BANK, TEXAS COMMERCE BANK",NA,NA,NA
"256","ARLINGTON","VA",2.076923077,NA,"",38.885484,-77.099113,38792377,2,2,"COLUMBIA FIRST BANK, A FSB, E*TRADE BANK",661657188,3,"Capital Impact Partners, ECDC Enterprise Development Group, National Cooperative Bank, N.A."
"257","ARLINGTON","WA",2,NA,"",48.181498,-121.959469,143935,1,2,"NORTH COUNTY BANK",NA,NA,NA
"258","ARLINGTON HEIGHTS","IL",2,NA,"",42.11278,-87.979542,1462345,2,1.5,"BEN FRANKLIN BANK OF ILLINOIS, VILLAGE B&TC",NA,NA,NA
"259","ARMA","KS",2,NA,"",37.557295,-94.694906,10550,1,2,"THE FIRST STATE BANK",NA,NA,NA
"260","ARMOUR","SD",2,NA,"",43.341035,-98.398964,100094,1,2,"FIRST STATE BANK",NA,NA,NA
"261","ARMSTRONG","IA",2.5,NA,"",43.407517,-94.531703,1000,1,2,"BANK MIDWEST",NA,NA,NA
"262","ARNETT","OK",1.857142857,NA,"",36.049727,-99.689764,61107,1,2,"FARMERS AND MERCHANTS BANK",NA,NA,NA
"263","ARNOLD","MO",2,NA,"",38.43283,-90.37762,146411,1,2,"FORTUNEBANK",NA,NA,NA
"264","ARNOLDS PARK","IA",2,NA,"",43.36691,-95.13583,34747,1,2,"THE LAKES NATIONAL BANK",NA,NA,NA
"265","ARP","TX",1.777777778,NA,"",32.27795,-95.067302,561661,3,1.66666666666667,"ARP STATE BANK, AMERICAN STATE BANK, AMERICAN ST BK",NA,NA,NA
"266","ARROWSMITH","IL",2,NA,"",40.447857,-88.632584,19000,2,2,"ARROWSMITH STATE BANK, CENTRAL ILLINOIS BANK MCLEAN COUNTY",NA,NA,NA
"267","ARROYO GRANDE","CA",2,3196,"U",35.118449,-120.60761,3315517,3,2,"CENTRAL COAST NATIONAL BANK, MID-STATE BANK, MID-STATE BANK & TRUST",NA,NA,NA
"268","ARTESIA","NM",2,3223,"C",32.837488,-104.414485,1514301,3,2,"THE 1ST NATIONAL BANK OF ARTESIA, THE FIRST NATIONAL BANK, FIRST AMERICAN BANK",NA,NA,NA
"269","ARTHUR","IL",2,NA,"",39.71476,-88.47228,130355,1,2,"STATE BK ARTHUR",NA,NA,NA
"270","ARTHUR","ND",1.625,NA,"",47.102334,-97.140334,306585,2,1.5,"FIRST STATE BANK OF ARTHUR, FIRST STATE BANK OF NORTH DAKOTA",NA,NA,NA
"271","ARVADA","CO",2.090909091,NA,"",39.522014,-105.223945,654870,3,2,"FIRST NATIONAL BANK OF ARVADA, BANK OF CHOICE COLORADO, FIRSTBANK OF ARVADA",11000,2,"FirstBank North, FirstBank of Arvada, N.A."
"272","ASH FLAT","AR",1.666666667,NA,"",36.22396,-91.60848,500706,2,1.5,"FIRST NATIONAL BANK OF SHARP COUNTY, FIRST NATIONAL BANKING COMPANY",2582680,2,"FNBC Bancorp, FNBC Bank"
"273","ASH GROVE","MO",2.4,NA,"",37.311381,-93.578642,73839,1,2,"BANK OF ASH GROVE",NA,NA,NA
"274","ASHBURN","GA",2,3277,"C",31.700807,-83.650098,549879,3,2,"ASHBURN BANK, COMMUNITY NATIONAL BANK, COLONY BANK ASHBURN",NA,NA,NA
"275","ASHBY","MN",2,NA,"",46.09171,-95.816743,33933,1,2,"FIRST STATE BANK OF ASHBY",NA,NA,NA
"276","ASHDOWN","AR",2,3304,"C",33.67945,-94.125848,140514,2,2,"THE FIRST NATIONAL BANK IN ASHDOWN, THE FIRST NATIONAL BANK",NA,NA,NA
"277","ASHEBORO","NC",1.941176471,3331,"C",35.731299,-79.804246,4389078,4,2,"FIRST SOUTHERN SAVINGS BANK, S.S.B., FIRST NATIONAL BANK & TRUST COMPANY, COMMUNITYONE BANK, NA, COMMUNITYONE BANK, N.A.",NA,NA,NA
"278","ASHEVILLE","NC",1.965517241,3358,"U",35.537101,-82.664164,5428079,4,1.75,"ASHEVILLE SAVINGS BANK, S.S.B., ASHEVILLE SAVINGS BANK, S.S.B., HOMETRUST BANK, HOMETRUST BK",4504417,4,"Consumer Credit Counseling Service of WNC, Mountain BizCapital, Inc. d/b/a Mountain BizWorks, Mountain Housing Opportunities Loan Fund, Neighborhood Housing Services of Asheville, North Carolina, Inc."
"279","ASHFORD","AL",2,NA,"",31.189627,-85.262314,144593,2,2,"FIRST NATIONAL BANK OF ASHFORD, THE FIRST NATIONAL BANK OF ASHORD",NA,NA,NA
"280","ASHKUM","IL",2,NA,"",40.876259,-87.973929,36473,1,2,"CENTRAL BANK",NA,NA,NA
"281","ASHLAND","IL",2,NA,"",39.938647,-90.079241,187625,2,2,"STATE BANK OF ASHLAND, WEST CENTRAL BANK",NA,NA,NA
"282","ASHLAND","KS",1.769230769,NA,"",37.171946,-99.769576,115823,2,2,"THE CITIZENS STATE BANK, THE STOCKGROWERS STATE BANK OF ASHLAND, KANSAS",NA,NA,NA
"283","ASHLAND","KY",2,NA,"",38.473824,-82.647933,615431,3,2.33333333333333,"PEOPLES BANK FSB, FIRST AMERICAN BANK, CLASSIC BANK",NA,NA,NA
"284","ASHLAND","MO",2,3365,"C",38.771524,-92.259132,61496,2,2,"SOUTH COUNTY BANK, MAINSTREET BK",NA,NA,NA
"285","ASHLAND","MT",2,NA,"",45.605673,-106.278272,6721,1,2,"CHEYENNE WESTERN BK",NA,NA,NA
"286","ASHLAND","NE",2,3375,"C",41.041145,-96.364131,124743,3,2,"THE FARMERS & MERCHANTS BANK, THE FARMERS & MERCHANTS N. B. OF ASHLAND, FARMERS & MRCH BK ASHLAND",NA,NA,NA
"287","ASHLAND","OH",1,3385,"C",40.863589,-82.317007,152436,1,1,"NATIONAL CITY BANK, ASHLAND",NA,NA,NA
"288","ASHLAND","PA",2,3395,"C",40.78415,-76.356232,62081,1,2,"CITIZENS NATIONAL BANK",NA,NA,NA
"289","ASHLAND","WI",1.9,3412,"C",46.578646,-90.881298,419081,3,1.66666666666667,"M & I NATIONAL BANK, NORTH LAND BANK OF WISCONSIN, SSB, NORTHERN STATE BANK",NA,NA,NA
"290","ASHLAND CITY","TN",2,3439,"C",36.27384,-87.067035,263717,2,2,"COMMUNITY BANK & TRUST COMPANY OF CHEATHAM COUNTY, COMMUNITY BANK & TRUST",NA,NA,NA
"291","ASHLEY","ND",2,NA,"",46.056209,-99.285013,89079,1,2,"MCINTOSH COUNTY BANK",NA,NA,NA
"292","ASHTABULA","OH",2,3466,"C",41.877017,-80.78496,667052,2,2,"FIRST NATIONAL BANK, PEOPLES BANK, N.A.",242037,1,"New Entrepreneurs Opportunity Fund"
"293","ASHTON","IA",1.857142857,NA,"",43.309073,-95.772984,44646,1,2,"ASHTON STATE BANK",NA,NA,NA
"294","ASHTON","IL",2,NA,"",41.838351,-89.193176,69000,2,2,"THE ASHTON BANK AND TRUST COMPANY, FIRST BANK OF ASHTON-ROCHELLE",NA,NA,NA
"295","ASHTON","NE",1.75,NA,"",41.249476,-98.79476,23417,1,2,"ASHTON STATE BANK",NA,NA,NA
"296","ASHVILLE","AL",1,NA,"",33.785173,-86.216884,94000,1,1,"ASHVILLE SAVINGS BANK",NA,NA,NA
"297","ASHVILLE","OH",1.666666667,3493,"C",39.718518,-82.967112,84646,1,2,"THE CITIZENS BANK OF ASHVILLE, OHIO",NA,NA,NA
"298","ASHWAUBENON","WI",2,NA,"",44.630907,-89.709392,48000,1,2,"M&I FOX HEIGHTS BANK",NA,NA,NA
"299","ASPEN","CO",1.833333333,3520,"C",39.199298,-106.840346,301447,3,2,"COLORADO NATIONAL BANK ASPEN, THE BANK OF ASPEN, PITKIN CTY B&TC",NA,NA,NA
"300","ASPERMONT","TX",2,NA,"",33.139647,-100.224966,92707,2,2,"FIRST NATIONAL BANK OF ASPERMONT, THE FIRST NATIONAL BANK OF ASPERMONT",NA,NA,NA
"301","ASSUMPTION","IL",2,NA,"",39.52032,-89.04897,56847,3,2,"FIRST NATIONAL BANK OF ASSUMPTION, FIRST NATIONAL BANK OF ASUMPTION, THE FIRST NATIONAL BANK OF ASSUMPTION",NA,NA,NA
"302","ASTON","PA",2,NA,"",39.864907,-75.432958,227033,2,2,"IRON WORKERS S & LA, IRON WORKERS SAVINGS BANK",NA,NA,NA
"303","ASTORIA","IL",1.8,NA,"",40.243173,-90.324653,25547,2,2,"FARMERS STATE BANK & TRUST COMPANY OF ASTORIA, FARMERS STATE BANK, ASTORIA",NA,NA,NA
"304","ASTORIA","NY",2,NA,"",40.770808,-73.92516,2082812,3,2,"QUONTIC BANK, MARATON NATIONAL BANK OF NEW YORK, MARATHON NATIONAL BANK OF NEW YORK",NA,NA,NA
"305","ASTORIA","OR",1.4,3547,"C",46.183825,-123.860648,154865,1,2,"BANK OF ASTORIA",145468296,1,"Craft3"
"306","ATASCADERO","CA",2.166666667,27261,"U",35.623649,-120.659224,278129,2,2,"SANTA LUCIA NATIONAL BANK, SANTA LUCIA BK",NA,NA,NA
"307","ATCHINSON","KS",2,NA,"",38.498546,-98.38343,396031,1,2,"EXCHANGE NATIONAL BANK & TRUST CO.",NA,NA,NA
"308","ATCHISON","KS",1.9,3601,"C",39.570588,-95.137251,595384,3,2,"THE EXCHANGE NATIONAL BANK & TRUST, THE EXCHANGE N. B. & TRUST CO OF ATCHISON, EXCHANGE BANK & TRUST",NA,NA,NA
"309","ATHENS","AL",1.666666667,3655,"C",34.811825,-86.952175,145324,1,2,"RELIANCE BANK",NA,NA,NA
"310","ATHENS","GA",1.826086957,NA,"",33.992902,-83.353697,2556938,3,2,"TRUST COMPANY BANK OF NORTHEAST GEORGIA, SUNTRUST BANK, NORTHEAST GEORGIA, NA, AFB&T",NA,NA,NA
"311","ATHENS","IL",2,NA,"",39.96088,-89.72399,126385,1,2,"ATHENS STATE BANK",NA,NA,NA
"312","ATHENS","OH",1.8,3682,"C",39.327239,-82.111599,506181,3,2,"THE HOCKING VALLEY BANK OF ATHENS COMPANY, HOCKING VALLEY BK, BANK ONE, ATHENS, N.A.",548000,1,"ACEnet Ventures"
"313","ATHENS","TN",1.863636364,3709,"C",35.448059,-84.600203,629817,2,2,"ATHENS FEDERAL COMMUNITY BANK, CITIZENS NATIONAL BANK",NA,NA,NA
"314","ATHENS","TX",1.857142857,3736,"C",32.201604,-95.847373,597077,3,1.66666666666667,"BANK OF ATHENS, N.A., THE FNB OF ATHENS, FIRST STATE BANK",NA,NA,NA
"315","ATHOL","MA",1.916666667,3790,"C",42.592843,-72.239703,368447,2,2,"ATHOL-CLINTON CO-OPERATIVE BANK, ATHOL SAVINGS BANK",NA,NA,NA
"316","ATKINS","AR",2,NA,"",35.24647,-92.93656,23000,1,2,"BANK OF ATKINS",NA,NA,NA
"317","ATKINS","IA",2,NA,"",41.99694,-91.86213,77293,1,2,"ATKINS SAVINGS BANK & TRUST",NA,NA,NA
"318","ATKINSON","NE",2,NA,"",42.533852,-98.975603,54352,1,2,"FIRST WESTERN BANK, N.A.",NA,NA,NA
"319","ATLANTA","GA",1.850746269,3817,"U",33.824102,-84.331858,184362945,2,2,"FLAG BANK, SUNTRUST BK",1014616884.15,18,"ANDP Loan Fund, Atlanta Emerging Markets, Inc., Atlanta Micro Fund, Atlanta Neighborhood Development Partnership Inc, Center for Financial Independence & Innovation, Citizens Trust Bank, Eclypse Development Partners I, LLC, Enterprise Funding Corporation, Georgia Cities Foundation, Inc., Habitat for Humanity International, Habitat for Humanity NMTC, LLC, Integral Urban New Markets CDE, Mutual Federal Savings Bank, NationsBank, N.A. (South), Resources for Residents and Communities of Georgia, Inc., SunTrust Bank, SunTrust Bank - Atlanta GA, SunTrust Community Development Enterprises, LLC"
"320","ATLANTA","IL",1.833333333,NA,"",40.233769,-89.257602,87093,2,2.5,"ATLANTA NATIONAL BANK, THE ATLANTA NATIONAL BANK",NA,NA,NA
"321","ATLANTA","NY",3,NA,"",42.562012,-77.468518,16410,1,3,"ATLANTA NATIONAL BANK",NA,NA,NA
"322","ATLANTA","TX",2,3844,"C",33.125525,-94.167911,75880,1,2,"ATLANTA NATIONAL BANK",NA,NA,NA
"323","ATLANTIC","IA",1.714285714,3871,"C",41.398446,-95.006333,216737,1,2,"FIRST WHITNEY BANK AND TRUST",NA,NA,NA
"324","ATMORE","AL",2,3925,"C",31.021931,-87.487418,481611,1,2,"UNITED BANK",128049726,5,"First National Bank and Trust, First Suncoast Trust Bancshares, Inc., UB Community Development LLC, United Bancorporation of Alabama, Inc, United Bank"
"325","ATOKA","OK",2.1,NA,"",34.358254,-96.0825,314477,2,2,"THE ATOKA STATE BANK, AMERISTATE BK",NA,NA,NA
"326","ATTALLA","AL",2,NA,"",34.051848,-86.061397,57000,1,2,"THE EXCHANGE BANK, ATTALLA, ALABAMA",NA,NA,NA
"327","ATTICA","IN",2,3979,"C",40.29083,-87.269893,232963,4,2,"CENTRAL NATIONAL BANK AND TRUST, THE CENTRAL NATIONAL BANK AND TRUST COMPANY, THE CENTRAL N. B. AND TRUST COMPANY, CENTRAL NATIONAL BANK AND TRUST COMPANY",NA,NA,NA
"328","ATTICA","OH",1.75,NA,"",41.077343,-82.903207,343707,2,1.5,"THE SUTTON STATE BANK, SUTTON BANK",NA,NA,NA
